OOut_l_0.01_g_0.995_p_MlpPolicy
Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
645,1,0.3599999999999999,creg4a,8,-565.7415341160852,,1986.0,-6,-1,1,15,8,-4,14,
646,1,0.3599999999999999,creg3c,12,-564.7418282520082,,1986.4,-6,-1,1,12,8,-4,14,
647,1,0.3599999999999999,creg4b,-3,-553.3225472555234,,1986.8,-6,-1,1,12,8,-3,14,
648,1,0.3599999999999999,creg4b,-3,-553.3225472555234,,1987.2,-6,-1,1,12,8,-3,14,
649,1,0.3599999999999999,creg4b,-3,-553.3225472555234,,1987.6,-6,-1,1,12,8,-3,14,
650,1,0.3599999999999999,creg4b,-3,-553.3225472555234,,1988.0,-6,-1,1,12,8,-3,14,
651,1,0.3599999999999999,creg4b,-3,-553.3225472555234,,1988.4,-6,-1,1,12,8,-3,14,
652,1,0.3599999999999999,creg4b,-3,-553.3225472555234,,1988.8,-6,-1,1,12,8,-3,14,
653,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1989.2,-6,-1,1,12,8,-3,14,
654,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1989.6,-6,-1,1,12,8,-3,14,
655,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1990.0,-6,-1,1,12,8,-3,14,
656,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1990.4,-6,-1,1,12,8,-3,14,
657,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1990.8,-6,-1,1,12,8,-3,14,
658,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1991.2,-6,-1,1,12,8,-3,14,
659,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1991.6,-6,-1,1,12,8,-3,14,
660,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1992.0,-6,-1,1,12,8,-3,14,
661,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1992.4,-6,-1,1,12,8,-3,14,
662,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1992.8,-6,-1,1,12,8,-3,14,
663,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1993.2,-6,-1,1,12,8,-3,14,
664,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1993.6,-6,-1,1,12,8,-3,14,
665,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1994.0,-6,-1,1,12,8,-3,14,
666,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1994.4,-6,-1,1,12,8,-3,14,
667,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1994.8,-6,-1,1,12,8,-3,14,
668,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1995.2,-6,-1,1,12,8,-3,14,
669,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1995.6,-6,-1,1,12,8,-3,14,
670,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1996.0,-6,-1,1,12,8,-3,14,
671,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1996.4,-6,-1,1,12,8,-3,14,
672,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1996.8,-6,-1,1,12,8,-3,14,
673,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1997.2,-6,-1,1,12,8,-3,14,
674,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1997.6,-6,-1,1,12,8,-3,14,
675,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1998.0,-6,-1,1,12,8,-3,14,
676,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1998.4,-6,-1,1,12,8,-3,14,
677,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1998.8,-6,-1,1,12,8,-3,14,
678,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1999.2,-6,-1,1,12,8,-3,14,
679,1,0.3599999999999999,creg4a,8,-553.3225472555234,,1999.6,-6,-1,1,12,8,-3,14,
680,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2000.0,-6,-1,1,12,8,-3,14,
681,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2000.4,-6,-1,1,12,8,-3,14,
682,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2000.8,-6,-1,1,12,8,-3,14,
683,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2001.2,-6,-1,1,12,8,-3,14,
684,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2001.6,-6,-1,1,12,8,-3,14,
685,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2002.0,-6,-1,1,12,8,-3,14,
686,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2002.4,-6,-1,1,12,8,-3,14,
687,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2002.8,-6,-1,1,12,8,-3,14,
688,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2003.2,-6,-1,1,12,8,-3,14,
689,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2003.6,-6,-1,1,12,8,-3,14,
690,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2004.0,-6,-1,1,12,8,-3,14,
691,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2004.4,-6,-1,1,12,8,-3,14,
692,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2004.8,-6,-1,1,12,8,-3,14,
693,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2005.2,-6,-1,1,12,8,-3,14,
694,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2005.6,-6,-1,1,12,8,-3,14,
695,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2006.0,-6,-1,1,12,8,-3,14,
696,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2006.4,-6,-1,1,12,8,-3,14,
697,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2006.8,-6,-1,1,12,8,-3,14,
698,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2007.2,-6,-1,1,12,8,-3,14,
699,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2007.6,-6,-1,1,12,8,-3,14,
700,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2008.0,-6,-1,1,12,8,-3,14,
701,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2008.4,-6,-1,1,12,8,-3,14,
702,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2008.8,-6,-1,1,12,8,-3,14,
703,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2009.2,-6,-1,1,12,8,-3,14,
704,1,0.3599999999999999,creg4a,8,-553.3225472555234,,2009.6,-6,-1,1,12,8,-3,14,
705,1,0.3599999999999999,creg1a,-5,-403.40888210861266,,2010.0,-5,-1,1,12,8,-3,14,
706,1,0.3599999999999999,creg1a,-5,-403.40888210861266,,2010.4,-5,-1,1,12,8,-3,14,
707,1,0.3599999999999999,creg1a,-5,-403.40888210861266,,2010.8,-5,-1,1,12,8,-3,14,
708,1,0.3599999999999999,creg1a,-5,-403.40888210861266,,2011.2,-5,-1,1,12,8,-3,14,
709,1,0.3599999999999999,creg1a,-5,-403.40888210861266,,2011.6,-5,-1,1,12,8,-3,14,
710,1,0.3599999999999999,creg4c,12,-34.24990574812946,,2012.0,-5,-1,1,12,8,-3,12,
711,1,0.3599999999999999,creg1a,-5,-33.24990574812946,,2012.4,-5,-1,1,12,8,-3,12,
712,1,0.3599999999999999,creg1a,-5,-33.24990574812946,,2012.8,-5,-1,1,12,8,-3,12,
713,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2013.2,-5,-1,1,12,8,-3,12,
714,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2013.6,-5,-1,1,12,8,-3,12,
715,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2014.0,-5,-1,1,12,8,-3,12,
716,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2014.4,-5,-1,1,12,8,-3,12,
717,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2014.8,-5,-1,1,12,8,-3,12,
718,1,0.3599999999999999,creg2a,10,-38.79509586256749,,2015.2,-5,10,1,12,8,-3,12,
719,1,0.3599999999999999,creg2a,-1,-38.74990574812946,,2015.6,-5,-1,1,12,8,-3,12,
720,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2016.0,-5,-1,1,12,8,-3,12,
721,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2016.4,-5,-1,1,12,8,-3,12,
722,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2016.8,-5,-1,1,12,8,-3,12,
723,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2017.2,-5,-1,1,12,8,-3,12,
724,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2017.6,-5,-1,1,12,8,-3,12,
725,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2018.0,-5,-1,1,12,8,-3,12,
726,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2018.4,-5,-1,1,12,8,-3,12,
727,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2018.8,-5,-1,1,12,8,-3,12,
728,1,0.3599999999999999,creg2a,-1,-33.24990574812946,,2019.2,-5,-1,1,12,8,-3,12,
729,1,0.3599999999999999,creg4b,-8,-335.3695390817518,,2019.6,-5,-1,1,12,8,-8,12,
730,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2020.0,-5,-1,1,12,8,-8,12,
731,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2020.4,-5,-1,1,12,8,-8,12,
732,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2020.8,-5,-1,1,12,8,-8,12,
733,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2021.2,-5,-1,1,12,8,-8,12,
734,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2021.6,-5,-1,1,12,8,-8,12,
735,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2022.0,-5,-1,1,12,8,-8,12,
736,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2022.4,-5,-1,1,12,8,-8,12,
737,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2022.8,-5,-1,1,12,8,-8,12,
738,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2023.2,-5,-1,1,12,8,-8,12,
739,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2023.6,-5,-1,1,12,8,-8,12,
740,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2024.0,-5,-1,1,12,8,-8,12,
741,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2024.4,-5,-1,1,12,8,-8,12,
742,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2024.8,-5,-1,1,12,8,-8,12,
743,1,0.3599999999999999,creg2a,-1,-332.8695390817518,,2025.2,-5,-1,1,12,8,-8,12,
744,1,0.3599999999999999,creg4a,-6,-728.8449098413145,,2025.6,-5,-1,1,12,-6,-8,12,
745,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2026.0,-5,-1,1,12,-6,-8,12,
746,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2026.4,-5,-1,1,12,-6,-8,12,
747,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2026.8,-5,-1,1,12,-6,-8,12,
748,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2027.2,-5,-1,1,12,-6,-8,12,
749,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2027.6,-5,-1,1,12,-6,-8,12,
750,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2028.0,-5,-1,1,12,-6,-8,12,
751,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2028.4,-5,-1,1,12,-6,-8,12,
752,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2028.8,-5,-1,1,12,-6,-8,12,
753,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2029.2,-5,-1,1,12,-6,-8,12,
754,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2029.6,-5,-1,1,12,-6,-8,12,
755,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2030.0,-5,-1,1,12,-6,-8,12,
756,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2030.4,-5,-1,1,12,-6,-8,12,
757,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2030.8,-5,-1,1,12,-6,-8,12,
758,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2031.2,-5,-1,1,12,-6,-8,12,
759,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2031.6,-5,-1,1,12,-6,-8,12,
760,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2032.0,-5,-1,1,12,-6,-8,12,
761,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2032.4,-5,-1,1,12,-6,-8,12,
762,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2032.8,-5,-1,1,12,-6,-8,12,
763,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2033.2,-5,-1,1,12,-6,-8,12,
764,1,0.3599999999999999,creg2a,-1,-721.8449098413145,,2033.6,-5,-1,1,12,-6,-8,12,
765,1,0.3599999999999999,creg3a,-1,-742.839703274565,,2034.0,-5,-1,-1,12,-6,-8,12,
766,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2034.4,-5,-1,-1,12,-6,-8,12,
767,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2034.8,-5,-1,-1,12,-6,-8,12,
768,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2035.2,-5,-1,-1,12,-6,-8,12,
769,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2035.6,-5,-1,-1,12,-6,-8,12,
770,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2036.0,-5,-1,-1,12,-6,-8,12,
771,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2036.4,-5,-1,-1,12,-6,-8,12,
772,1,0.3599999999999999,creg2a,-1,-741.839703274565,,2036.8,-5,-1,-1,12,-6,-8,12,
773,1,0.3599999999999999,creg4b,-15,-734.8119223521423,,2037.2,-5,-1,-1,12,-6,-15,12,
774,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2037.6,-5,-1,-1,12,-6,-15,12,
775,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2038.0,-5,-1,-1,12,-6,-15,12,
776,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2038.4,-5,-1,-1,12,-6,-15,12,
777,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2038.8,-5,-1,-1,12,-6,-15,12,
778,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2039.2,-5,-1,-1,12,-6,-15,12,
779,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2039.6,-5,-1,-1,12,-6,-15,12,
780,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2040.0,-5,-1,-1,12,-6,-15,12,
781,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2040.4,-5,-1,-1,12,-6,-15,12,
782,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2040.8,-5,-1,-1,12,-6,-15,12,
783,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2041.2,-5,-1,-1,12,-6,-15,12,
784,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2041.6,-5,-1,-1,12,-6,-15,12,
785,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2042.0,-5,-1,-1,12,-6,-15,12,
786,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2042.4,-5,-1,-1,12,-6,-15,12,
787,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2042.8,-5,-1,-1,12,-6,-15,12,
788,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2043.2,-5,-1,-1,12,-6,-15,12,
789,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2043.6,-5,-1,-1,12,-6,-15,12,
790,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2044.0,-5,-1,-1,12,-6,-15,12,
791,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2044.4,-5,-1,-1,12,-6,-15,12,
792,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2044.8,-5,-1,-1,12,-6,-15,12,
793,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2045.2,-5,-1,-1,12,-6,-15,12,
794,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2045.6,-5,-1,-1,12,-6,-15,12,
795,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2046.0,-5,-1,-1,12,-6,-15,12,
796,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2046.4,-5,-1,-1,12,-6,-15,12,
797,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2046.8,-5,-1,-1,12,-6,-15,12,
798,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2047.2,-5,-1,-1,12,-6,-15,12,
799,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2047.6,-5,-1,-1,12,-6,-15,12,
800,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2048.0,-5,-1,-1,12,-6,-15,12,
801,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2048.4,-5,-1,-1,12,-6,-15,12,
802,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2048.8,-5,-1,-1,12,-6,-15,12,
803,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2049.2,-5,-1,-1,12,-6,-15,12,
804,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2049.6,-5,-1,-1,12,-6,-15,12,
805,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2050.0,-5,-1,-1,12,-6,-15,12,
806,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2050.4,-5,-1,-1,12,-6,-15,12,
807,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2050.8,-5,-1,-1,12,-6,-15,12,
808,1,0.3599999999999999,creg2a,-1,-731.3119223521423,,2051.2,-5,-1,-1,12,-6,-15,12,
809,1,0.3599999999999999,creg3c,-11,-792.780185077183,,2051.6,-5,-1,-1,-11,-6,-15,12,
810,1,0.3599999999999999,creg2a,-1,-781.280185077183,,2052.0,-5,-1,-1,-11,-6,-15,12,
811,1,0.3599999999999999,creg2a,-1,-781.280185077183,,2052.4,-5,-1,-1,-11,-6,-15,12,
812,1,0.3599999999999999,creg2a,-1,-781.280185077183,,2052.8,-5,-1,-1,-11,-6,-15,12,
813,1,0.3599999999999999,creg2a,-1,-781.280185077183,,2053.2,-5,-1,-1,-11,-6,-15,12,
814,1,0.3599999999999999,creg2a,-1,-781.280185077183,,2053.6,-5,-1,-1,-11,-6,-15,12,
815,1,0.3599999999999999,creg4b,4,-512.1540326348583,,2054.0,-5,-1,-1,-11,-6,4,12,
816,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2054.4,-5,-1,-1,-11,-6,4,12,
817,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2054.8,-5,-1,-1,-11,-6,4,12,
818,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2055.2,-5,-1,-1,-11,-6,4,12,
819,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2055.6,-5,-1,-1,-11,-6,4,12,
820,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2056.0,-5,-1,-1,-11,-6,4,12,
821,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2056.4,-5,-1,-1,-11,-6,4,12,
822,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2056.8,-5,-1,-1,-11,-6,4,12,
823,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2057.2,-5,-1,-1,-11,-6,4,12,
824,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2057.6,-5,-1,-1,-11,-6,4,12,
825,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2058.0,-5,-1,-1,-11,-6,4,12,
826,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2058.4,-5,-1,-1,-11,-6,4,12,
827,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2058.8,-5,-1,-1,-11,-6,4,12,
828,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2059.2,-5,-1,-1,-11,-6,4,12,
829,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2059.6,-5,-1,-1,-11,-6,4,12,
830,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2060.0,-5,-1,-1,-11,-6,4,12,
831,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2060.4,-5,-1,-1,-11,-6,4,12,
832,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2060.8,-5,-1,-1,-11,-6,4,12,
833,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2061.2,-5,-1,-1,-11,-6,4,12,
834,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2061.6,-5,-1,-1,-11,-6,4,12,
835,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2062.0,-5,-1,-1,-11,-6,4,12,
836,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2062.4,-5,-1,-1,-11,-6,4,12,
837,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2062.8,-5,-1,-1,-11,-6,4,12,
838,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2063.2,-5,-1,-1,-11,-6,4,12,
839,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2063.6,-5,-1,-1,-11,-6,4,12,
840,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2064.0,-5,-1,-1,-11,-6,4,12,
841,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2064.4,-5,-1,-1,-11,-6,4,12,
842,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2064.8,-5,-1,-1,-11,-6,4,12,
843,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2065.2,-5,-1,-1,-11,-6,4,12,
844,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2065.6,-5,-1,-1,-11,-6,4,12,
845,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2066.0,-5,-1,-1,-11,-6,4,12,
846,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2066.4,-5,-1,-1,-11,-6,4,12,
847,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2066.8,-5,-1,-1,-11,-6,4,12,
848,1,0.3599999999999999,creg2a,-1,-502.6540326348582,,2067.2,-5,-1,-1,-11,-6,4,12,
849,1,0.3599999999999999,creg4b,-3,-575.7294611507713,,2067.6,-5,-1,-1,-11,-6,-3,12,
850,1,0.3599999999999999,creg4b,-3,-572.2294611507713,,2068.0,-5,-1,-1,-11,-6,-3,12,
851,1,0.3599999999999999,creg4b,-3,-572.2294611507713,,2068.4,-5,-1,-1,-11,-6,-3,12,
852,1,0.3599999999999999,creg4b,-3,-572.2294611507713,,2068.8,-5,-1,-1,-11,-6,-3,12,
853,1,0.3599999999999999,creg4b,-3,-572.2294611507713,,2069.2,-5,-1,-1,-11,-6,-3,12,
854,1,0.3599999999999999,creg4b,-3,-572.2294611507713,,2069.6,-5,-1,-1,-11,-6,-3,12,
855,1,0.3599999999999999,creg4b,-3,-572.2294611507713,,2070.0,-5,-1,-1,-11,-6,-3,12,
856,1,0.3599999999999999,creg4a,-14,-715.4497368866864,,2070.4,-5,-1,-1,-11,-14,-3,12,
857,1,0.3599999999999999,creg4a,-1,-189.25503922441288,,2070.8,-5,-1,-1,-11,-1,-3,12,
858,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2071.2,-5,-1,-1,-11,-1,-3,12,
859,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2071.6,-5,-1,-1,-11,-1,-3,12,
860,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2072.0,-5,-1,-1,-11,-1,-3,12,
861,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2072.4,-5,-1,-1,-11,-1,-3,12,
862,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2072.8,-5,-1,-1,-11,-1,-3,12,
863,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2073.2,-5,-1,-1,-11,-1,-3,12,
864,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2073.6,-5,-1,-1,-11,-1,-3,12,
865,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2074.0,-5,-1,-1,-11,-1,-3,12,
866,1,0.3599999999999999,creg4b,-3,-182.75503922441288,,2074.4,-5,-1,-1,-11,-1,-3,12,
867,1,0.3599999999999999,creg4a,8,-87.71293211775406,,2074.8,-5,-1,-1,-11,8,-3,12,
868,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2075.2,-5,-1,-1,-11,8,-3,12,
869,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2075.6,-5,-1,-1,-11,8,-3,12,
870,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2076.0,-5,-1,-1,-11,8,-3,12,
871,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2076.4,-5,-1,-1,-11,8,-3,12,
872,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2076.8,-5,-1,-1,-11,8,-3,12,
873,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2077.2,-5,-1,-1,-11,8,-3,12,
874,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2077.6,-5,-1,-1,-11,8,-3,12,
875,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2078.0,-5,-1,-1,-11,8,-3,12,
876,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2078.4,-5,-1,-1,-11,8,-3,12,
877,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2078.8,-5,-1,-1,-11,8,-3,12,
878,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2079.2,-5,-1,-1,-11,8,-3,12,
879,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2079.6,-5,-1,-1,-11,8,-3,12,
880,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2080.0,-5,-1,-1,-11,8,-3,12,
881,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2080.4,-5,-1,-1,-11,8,-3,12,
882,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2080.8,-5,-1,-1,-11,8,-3,12,
883,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2081.2,-5,-1,-1,-11,8,-3,12,
884,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2081.6,-5,-1,-1,-11,8,-3,12,
885,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2082.0,-5,-1,-1,-11,8,-3,12,
886,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2082.4,-5,-1,-1,-11,8,-3,12,
887,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2082.8,-5,-1,-1,-11,8,-3,12,
888,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2083.2,-5,-1,-1,-11,8,-3,12,
889,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2083.6,-5,-1,-1,-11,8,-3,12,
890,1,0.3599999999999999,creg4b,-3,-83.21293211775406,,2084.0,-5,-1,-1,-11,8,-3,12,
891,1,0.3599999999999999,creg4c,-4,-440.33199456943385,,2084.4,-5,-1,-1,-11,8,-3,-4,
892,1,0.3599999999999999,creg4b,-3,-432.33199456943385,,2084.8,-5,-1,-1,-11,8,-3,-4,
893,1,0.3599999999999999,creg4b,-3,-432.33199456943385,,2085.2,-5,-1,-1,-11,8,-3,-4,
894,1,0.3599999999999999,creg4b,-3,-432.33199456943385,,2085.6,-5,-1,-1,-11,8,-3,-4,
895,1,0.3599999999999999,creg4b,-3,-432.33199456943385,,2086.0,-5,-1,-1,-11,8,-3,-4,
896,1,0.3599999999999999,creg4b,-3,-432.33199456943385,,2086.4,-5,-1,-1,-11,8,-3,-4,
