Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
32034,355,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12814.0,6,-2,-3,-11,-7,-12,-7,
32035,356,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12814.4,6,-2,-3,-11,-7,-12,-7,
32036,357,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12814.8,6,-2,-3,-11,-7,-12,-7,
32037,358,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12815.2,6,-2,-3,-11,-7,-12,-7,
32038,359,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12815.6,6,-2,-3,-11,-7,-12,-7,
32039,360,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12816.0,6,-2,-3,-11,-7,-12,-7,
32040,361,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12816.4,6,-2,-3,-11,-7,-12,-7,
32041,362,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12816.8,6,-2,-3,-11,-7,-12,-7,
32042,363,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12817.2,6,-2,-3,-11,-7,-12,-7,
32043,364,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12817.6,6,-2,-3,-11,-7,-12,-7,
32044,365,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12818.0,6,-2,-3,-11,-7,-12,-7,
32045,366,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12818.4,6,-2,-3,-11,-7,-12,-7,
32046,367,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12818.8,6,-2,-3,-11,-7,-12,-7,
32047,368,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12819.2,6,-2,-3,-11,-7,-12,-7,
32048,369,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12819.6,6,-2,-3,-11,-7,-12,-7,
32049,370,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12820.0,6,-2,-3,-11,-7,-12,-7,
32050,371,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12820.4,6,-2,-3,-11,-7,-12,-7,
32051,372,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12820.8,6,-2,-3,-11,-7,-12,-7,
32052,373,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12821.2,6,-2,-3,-11,-7,-12,-7,
32053,374,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12821.6,6,-2,-3,-11,-7,-12,-7,
32054,375,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12822.0,6,-2,-3,-11,-7,-12,-7,
32055,376,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12822.4,6,-2,-3,-11,-7,-12,-7,
32056,377,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12822.8,6,-2,-3,-11,-7,-12,-7,
32057,378,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12823.2,6,-2,-3,-11,-7,-12,-7,
32058,379,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12823.6,6,-2,-3,-11,-7,-12,-7,
32059,380,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12824.0,6,-2,-3,-11,-7,-12,-7,
32060,381,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12824.4,6,-2,-3,-11,-7,-12,-7,
32061,382,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12824.8,6,-2,-3,-11,-7,-12,-7,
32062,383,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12825.2,6,-2,-3,-11,-7,-12,-7,
32063,384,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12825.6,6,-2,-3,-11,-7,-12,-7,
32064,385,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12826.0,6,-2,-3,-11,-7,-12,-7,
32065,386,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12826.4,6,-2,-3,-11,-7,-12,-7,
32066,387,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12826.8,6,-2,-3,-11,-7,-12,-7,
32067,388,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12827.2,6,-2,-3,-11,-7,-12,-7,
32068,389,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12827.6,6,-2,-3,-11,-7,-12,-7,
32069,390,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12828.0,6,-2,-3,-11,-7,-12,-7,
32070,391,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12828.4,6,-2,-3,-11,-7,-12,-7,
32071,392,1,0.3599999999999999,creg2a,-2,-21.199398172136608,,12828.8,6,-2,-3,-11,-7,-12,-7,
32072,393,1,0.3599999999999999,creg3a,1,-23.21009572722142,,12829.2,6,-2,1,-11,-7,-12,-7,
32073,394,1,0.3599999999999999,creg3a,1,-21.21009572722142,,12829.6,6,-2,1,-11,-7,-12,-7,
32074,395,1,0.3599999999999999,creg3a,1,-21.21009572722142,,12830.0,6,-2,1,-11,-7,-12,-7,
32075,396,1,0.3599999999999999,creg3c,-4,-24.7092899920097,,12830.4,6,-2,1,-4,-7,-12,-7,
32076,397,1,0.3599999999999999,creg3c,-11,-24.71009572722142,,12830.8,6,-2,1,-11,-7,-12,-7,
32077,398,1,0.3599999999999999,creg3a,1,-21.21009572722142,,12831.2,6,-2,1,-11,-7,-12,-7,
32078,399,1,0.3599999999999999,creg3a,1,-21.21009572722142,,12831.6,6,-2,1,-11,-7,-12,-7,
32079,400,1,0.3599999999999999,creg3a,1,-21.21009572722142,,12832.0,6,-2,1,-11,-7,-12,-7,
32080,401,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12832.4,6,-2,1,-11,-7,-12,-7,
32081,402,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12832.8,6,-2,1,-11,-7,-12,-7,
32082,403,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12833.2,6,-2,1,-11,-7,-12,-7,
32083,404,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12833.6,6,-2,1,-11,-7,-12,-7,
32084,405,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12834.0,6,-2,1,-11,-7,-12,-7,
32085,406,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12834.4,6,-2,1,-11,-7,-12,-7,
32086,407,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12834.8,6,-2,1,-11,-7,-12,-7,
32087,408,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12835.2,6,-2,1,-11,-7,-12,-7,
32088,409,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12835.6,6,-2,1,-11,-7,-12,-7,
32089,410,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12836.0,6,-2,1,-11,-7,-12,-7,
32090,411,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12836.4,6,-2,1,-11,-7,-12,-7,
32091,412,1,0.3599999999999999,creg3c,-11,-21.21009572722142,,12836.8,6,-2,1,-11,-7,-12,-7,
32092,413,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12837.2,6,-2,1,-11,-7,-12,-7,
32093,414,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12837.6,6,-2,1,-11,-7,-12,-7,
32094,415,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12838.0,6,-2,1,-11,-7,-12,-7,
32095,416,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12838.4,6,-2,1,-11,-7,-12,-7,
32096,417,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12838.8,6,-2,1,-11,-7,-12,-7,
32097,418,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12839.2,6,-2,1,-11,-7,-12,-7,
32098,419,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12839.6,6,-2,1,-11,-7,-12,-7,
32099,420,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12840.0,6,-2,1,-11,-7,-12,-7,
32100,421,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12840.4,6,-2,1,-11,-7,-12,-7,
32101,422,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12840.8,6,-2,1,-11,-7,-12,-7,
32102,423,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12841.2,6,-2,1,-11,-7,-12,-7,
32103,424,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12841.6,6,-2,1,-11,-7,-12,-7,
32104,425,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12842.0,6,-2,1,-11,-7,-12,-7,
32105,426,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12842.4,6,-2,1,-11,-7,-12,-7,
32106,427,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12842.8,6,-2,1,-11,-7,-12,-7,
32107,428,1,0.3599999999999999,creg3a,0,-21.21009572722142,,12843.2,6,-2,1,-11,-7,-12,-7,
32108,429,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12843.6,6,-2,1,-11,-7,-12,-7,
32109,430,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12844.0,6,-2,1,-11,-7,-12,-7,
32110,431,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12844.4,6,-2,1,-11,-7,-12,-7,
32111,432,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12844.8,6,-2,1,-11,-7,-12,-7,
32112,433,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12845.2,6,-2,1,-11,-7,-12,-7,
32113,434,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12845.6,6,-2,1,-11,-7,-12,-7,
32114,435,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12846.0,6,-2,1,-11,-7,-12,-7,
32115,436,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12846.4,6,-2,1,-11,-7,-12,-7,
32116,437,1,0.3599999999999999,creg1a,-6,-1395.987210811131,,12846.8,-6,-2,1,-11,-7,-12,-7,
32117,438,1,0.3599999999999999,creg1a,6,-27.21009572722142,,12847.2,6,-2,1,-11,-7,-12,-7,
32118,439,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12847.6,6,-2,1,-11,-7,-12,-7,
32119,440,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12848.0,6,-2,1,-11,-7,-12,-7,
32120,441,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12848.4,6,-2,1,-11,-7,-12,-7,
32121,442,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12848.8,6,-2,1,-11,-7,-12,-7,
32122,443,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12849.2,6,-2,1,-11,-7,-12,-7,
32123,444,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12849.6,6,-2,1,-11,-7,-12,-7,
32124,445,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12850.0,6,-2,1,-11,-7,-12,-7,
32125,446,1,0.3599999999999999,creg2a,-1,-21.21431746423741,,12850.4,6,-1,1,-11,-7,-12,-7,
32126,447,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12850.8,6,-2,1,-11,-7,-12,-7,
32127,448,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12851.2,6,-2,1,-11,-7,-12,-7,
32128,449,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12851.6,6,-2,1,-11,-7,-12,-7,
32129,450,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12852.0,6,-2,1,-11,-7,-12,-7,
32130,451,1,0.3599999999999999,creg1a,-12,-2777.4535848406963,,12852.4,-12,-2,1,-11,-7,-12,-7,
32131,452,1,0.3599999999999999,creg1a,6,-30.21009572722142,,12852.8,6,-2,1,-11,-7,-12,-7,
32132,453,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12853.2,6,-2,1,-11,-7,-12,-7,
32133,454,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12853.6,6,-2,1,-11,-7,-12,-7,
32134,455,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12854.0,6,-2,1,-11,-7,-12,-7,
32135,456,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12854.4,6,-2,1,-11,-7,-12,-7,
32136,457,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12854.8,6,-2,1,-11,-7,-12,-7,
32137,458,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12855.2,6,-2,1,-11,-7,-12,-7,
32138,459,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12855.6,6,-2,1,-11,-7,-12,-7,
32139,460,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12856.0,6,-2,1,-11,-7,-12,-7,
32140,461,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12856.4,6,-2,1,-11,-7,-12,-7,
32141,462,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12856.8,6,-2,1,-11,-7,-12,-7,
32142,463,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12857.2,6,-2,1,-11,-7,-12,-7,
32143,464,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12857.6,6,-2,1,-11,-7,-12,-7,
32144,465,1,0.3599999999999999,creg2a,-2,-21.21009572722142,,12858.0,6,-2,1,-11,-7,-12,-7,
32145,466,1,0.3599999999999999,creg4c,4,-387.44251565502867,,12858.4,6,-2,1,-11,-7,-12,4,
32146,467,1,0.3599999999999999,creg4c,-9,-27.614868352701485,,12858.8,6,-2,1,-11,-7,-12,-9,
32147,468,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12859.2,6,-2,1,-11,-7,-12,-9,
32148,469,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12859.6,6,-2,1,-11,-7,-12,-9,
32149,470,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12860.0,6,-2,1,-11,-7,-12,-9,
32150,471,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12860.4,6,-2,1,-11,-7,-12,-9,
32151,472,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12860.8,6,-2,1,-11,-7,-12,-9,
32152,473,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12861.2,6,-2,1,-11,-7,-12,-9,
32153,474,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12861.6,6,-2,1,-11,-7,-12,-9,
32154,475,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12862.0,6,-2,1,-11,-7,-12,-9,
32155,476,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12862.4,6,-2,1,-11,-7,-12,-9,
32156,477,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12862.8,6,-2,1,-11,-7,-12,-9,
32157,478,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12863.2,6,-2,1,-11,-7,-12,-9,
32158,479,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12863.6,6,-2,1,-11,-7,-12,-9,
32159,480,1,0.3599999999999999,creg2a,-2,-21.114868352701485,,12864.0,6,-2,1,-11,-7,-12,-9,
32160,481,1,0.3599999999999999,creg3a,-1,-22.10949817577477,,12864.4,6,-2,-1,-11,-7,-12,-9,
32161,482,1,0.3599999999999999,creg2a,-2,-21.10949817577477,,12864.8,6,-2,-1,-11,-7,-12,-9,
32162,483,1,0.3599999999999999,creg2a,-2,-21.10949817577477,,12865.2,6,-2,-1,-11,-7,-12,-9,
32163,484,1,0.3599999999999999,creg2a,-2,-21.10949817577477,,12865.6,6,-2,-1,-11,-7,-12,-9,
32164,485,1,0.3599999999999999,creg3a,-1,-21.10949817577477,,12866.0,6,-2,-1,-11,-7,-12,-9,
32165,486,1,0.3599999999999999,creg3a,-1,-21.10949817577477,,12866.4,6,-2,-1,-11,-7,-12,-9,
32166,487,1,0.3599999999999999,creg3a,-1,-21.10949817577477,,12866.8,6,-2,-1,-11,-7,-12,-9,
32167,488,1,0.3599999999999999,creg3a,-1,-21.10949817577477,,12867.2,6,-2,-1,-11,-7,-12,-9,
32168,489,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12867.6,6,-2,-1,-11,-7,-12,-9,
32169,490,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12868.0,6,-2,-1,-11,-7,-12,-9,
32170,491,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12868.4,6,-2,-1,-11,-7,-12,-9,
32171,492,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12868.8,6,-2,-1,-11,-7,-12,-9,
32172,493,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12869.2,6,-2,-1,-11,-7,-12,-9,
32173,494,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12869.6,6,-2,-1,-11,-7,-12,-9,
32174,495,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12870.0,6,-2,-1,-11,-7,-12,-9,
32175,496,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12870.4,6,-2,-1,-11,-7,-12,-9,
32176,497,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12870.8,6,-2,-1,-11,-7,-12,-9,
32177,498,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12871.2,6,-2,-1,-11,-7,-12,-9,
32178,499,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12871.6,6,-2,-1,-11,-7,-12,-9,
32179,500,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12872.0,6,-2,-1,-11,-7,-12,-9,
32180,501,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12872.4,6,-2,-1,-11,-7,-12,-9,
32181,502,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12872.8,6,-2,-1,-11,-7,-12,-9,
32182,503,1,0.3599999999999999,creg3c,-11,-21.10949817577477,,12873.2,6,-2,-1,-11,-7,-12,-9,
32183,504,1,0.3599999999999999,creg4a,10,-421.2230193862602,,12873.6,6,-2,-1,-11,10,-12,-9,
32184,505,1,0.3599999999999999,creg3a,8,-457.2593553020484,,12874.0,6,-2,8,-11,10,-12,-9,
32185,506,1,0.3599999999999999,creg4a,-4,-68.31163983459918,,12874.4,6,-2,8,-11,-4,-12,-9,
32186,507,1,0.3599999999999999,creg4c,-7,-62.40448825155572,,12874.8,6,-2,8,-11,-4,-12,-7,
32187,508,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12875.2,6,-2,8,-11,-4,-12,-7,
32188,509,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12875.6,6,-2,8,-11,-4,-12,-7,
32189,510,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12876.0,6,-2,8,-11,-4,-12,-7,
32190,511,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12876.4,6,-2,8,-11,-4,-12,-7,
32191,512,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12876.8,6,-2,8,-11,-4,-12,-7,
32192,513,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12877.2,6,-2,8,-11,-4,-12,-7,
32193,514,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12877.6,6,-2,8,-11,-4,-12,-7,
32194,515,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12878.0,6,-2,8,-11,-4,-12,-7,
32195,516,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12878.4,6,-2,8,-11,-4,-12,-7,
32196,517,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12878.8,6,-2,8,-11,-4,-12,-7,
32197,518,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12879.2,6,-2,8,-11,-4,-12,-7,
32198,519,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12879.6,6,-2,8,-11,-4,-12,-7,
32199,520,1,0.3599999999999999,creg4c,-7,-61.40448825155572,,12880.0,6,-2,8,-11,-4,-12,-7,
32200,521,1,0.3599999999999999,creg3a,1,-24.87378289111053,,12880.4,6,-2,1,-11,-4,-12,-7,
32201,522,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12880.8,6,-2,1,-11,-4,-12,-7,
32202,523,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12881.2,6,-2,1,-11,-4,-12,-7,
32203,524,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12881.6,6,-2,1,-11,-4,-12,-7,
32204,525,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12882.0,6,-2,1,-11,-4,-12,-7,
32205,526,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12882.4,6,-2,1,-11,-4,-12,-7,
32206,527,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12882.8,6,-2,1,-11,-4,-12,-7,
32207,528,1,0.3599999999999999,creg2a,-2,-21.37378289111053,,12883.2,6,-2,1,-11,-4,-12,-7,
32208,529,1,0.3599999999999999,creg3a,1,-21.37378289111053,,12883.6,6,-2,1,-11,-4,-12,-7,
32209,530,1,0.3599999999999999,creg3a,1,-21.37378289111053,,12884.0,6,-2,1,-11,-4,-12,-7,
32210,531,1,0.3599999999999999,creg4b,-2,-27.035085451253927,,12884.4,6,-2,1,-11,-4,-2,-7,
32211,532,1,0.3599999999999999,creg4c,-7,-22.035085451253927,,12884.8,6,-2,1,-11,-4,-2,-7,
32212,533,1,0.3599999999999999,creg4c,-7,-22.035085451253927,,12885.2,6,-2,1,-11,-4,-2,-7,
32213,534,1,0.3599999999999999,creg4c,-7,-22.035085451253927,,12885.6,6,-2,1,-11,-4,-2,-7,
32214,535,1,0.3599999999999999,creg4c,-7,-22.035085451253927,,12886.0,6,-2,1,-11,-4,-2,-7,
32215,536,1,0.3599999999999999,creg4c,-7,-22.035085451253927,,12886.4,6,-2,1,-11,-4,-2,-7,
32216,537,1,0.3599999999999999,creg3a,1,-22.035085451253927,,12886.8,6,-2,1,-11,-4,-2,-7,
32217,538,1,0.3599999999999999,creg1a,16,-2548.505574978899,,12887.2,16,-2,1,-11,-4,-2,-7,
32218,539,1,0.3599999999999999,creg1a,6,-27.035085451253927,,12887.6,6,-2,1,-11,-4,-2,-7,
32219,540,1,0.3599999999999999,creg4c,4,-388.2003016114641,,12888.0,6,-2,1,-11,-4,-2,4,
32220,541,1,0.3599999999999999,creg4c,-9,-28.45070863385258,,12888.4,6,-2,1,-11,-4,-2,-9,
32221,542,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12888.8,6,-2,1,-11,-4,-2,-9,
32222,543,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12889.2,6,-2,1,-11,-4,-2,-9,
32223,544,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12889.6,6,-2,1,-11,-4,-2,-9,
32224,545,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12890.0,6,-2,1,-11,-4,-2,-9,
32225,546,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12890.4,6,-2,1,-11,-4,-2,-9,
32226,547,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12890.8,6,-2,1,-11,-4,-2,-9,
32227,548,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12891.2,6,-2,1,-11,-4,-2,-9,
32228,549,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12891.6,6,-2,1,-11,-4,-2,-9,
32229,550,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12892.0,6,-2,1,-11,-4,-2,-9,
32230,551,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12892.4,6,-2,1,-11,-4,-2,-9,
32231,552,1,0.3599999999999999,creg3a,1,-21.95070863385258,,12892.8,6,-2,1,-11,-4,-2,-9,
32232,553,1,0.3599999999999999,creg4b,-12,-26.280831347814328,,12893.2,6,-2,1,-11,-4,-12,-9,
32233,554,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12893.6,6,-2,1,-11,-4,-12,-9,
32234,555,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12894.0,6,-2,1,-11,-4,-12,-9,
32235,556,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12894.4,6,-2,1,-11,-4,-12,-9,
32236,557,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12894.8,6,-2,1,-11,-4,-12,-9,
32237,558,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12895.2,6,-2,1,-11,-4,-12,-9,
32238,559,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12895.6,6,-2,1,-11,-4,-12,-9,
32239,560,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12896.0,6,-2,1,-11,-4,-12,-9,
32240,561,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12896.4,6,-2,1,-11,-4,-12,-9,
32241,562,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12896.8,6,-2,1,-11,-4,-12,-9,
32242,563,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12897.2,6,-2,1,-11,-4,-12,-9,
32243,564,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12897.6,6,-2,1,-11,-4,-12,-9,
32244,565,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12898.0,6,-2,1,-11,-4,-12,-9,
32245,566,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12898.4,6,-2,1,-11,-4,-12,-9,
32246,567,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12898.8,6,-2,1,-11,-4,-12,-9,
32247,568,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12899.2,6,-2,1,-11,-4,-12,-9,
32248,569,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12899.6,6,-2,1,-11,-4,-12,-9,
32249,570,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12900.0,6,-2,1,-11,-4,-12,-9,
32250,571,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12900.4,6,-2,1,-11,-4,-12,-9,
32251,572,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12900.8,6,-2,1,-11,-4,-12,-9,
32252,573,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12901.2,6,-2,1,-11,-4,-12,-9,
32253,574,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12901.6,6,-2,1,-11,-4,-12,-9,
32254,575,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12902.0,6,-2,1,-11,-4,-12,-9,
32255,576,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12902.4,6,-2,1,-11,-4,-12,-9,
32256,577,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12902.8,6,-2,1,-11,-4,-12,-9,
32257,578,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12903.2,6,-2,1,-11,-4,-12,-9,
32258,579,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12903.6,6,-2,1,-11,-4,-12,-9,
32259,580,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12904.0,6,-2,1,-11,-4,-12,-9,
32260,581,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12904.4,6,-2,1,-11,-4,-12,-9,
32261,582,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12904.8,6,-2,1,-11,-4,-12,-9,
32262,583,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12905.2,6,-2,1,-11,-4,-12,-9,
32263,584,1,0.3599999999999999,creg2a,-2,-21.280831347814328,,12905.6,6,-2,1,-11,-4,-12,-9,
32264,585,1,0.3599999999999999,creg4a,-5,-21.223549871581717,,12906.0,6,-2,1,-11,-5,-12,-9,
32265,586,1,0.3599999999999999,creg2a,-2,-21.223549871581717,,12906.4,6,-2,1,-11,-5,-12,-9,
32266,587,1,0.3599999999999999,creg2a,-2,-21.223549871581717,,12906.8,6,-2,1,-11,-5,-12,-9,
32267,588,1,0.3599999999999999,creg2a,-2,-21.223549871581717,,12907.2,6,-2,1,-11,-5,-12,-9,
32268,589,1,0.3599999999999999,creg2a,-2,-21.223549871581717,,12907.6,6,-2,1,-11,-5,-12,-9,
